Country Code,State Code,ZIP/Postcode,City,Rate %,Tax Name,Priority,Compound,Shipping,Tax Class
US,GA,31907,*,8,MUSCOGEE COUNTY,1,0,1,
US,IA,50108,*,7,DECATUR COUNTY,1,0,1,
US,IA,50529,*,7,HUMBOLDT COUNTY,1,0,1,
US,IA,51338,*,7,CLAY COUNTY,1,0,1,
US,IA,52257,*,7,BENTON COUNTY,1,0,1,
US,ID,83274,*,6,IDAHO STATE,1,0,1,
US,ID,83860,*,6,IDAHO STATE,1,0,1,
US,IL,60463,*,9,PALOS HEIGHTS,1,0,1,
US,IL,61027,*,6.75,STEPHENSON COUNTY,1,0,1,
US,IL,61524,*,7.75,DUNFERMLINE,1,0,1,
US,IL,62040,*,8.35,GRANITE,1,0,1,
US,IL,62533,*,8.25,FARMERSVILLE,1,0,1,
US,IL,62948,*,8.75,HERRIN,1,0,1,
US,IN,46381,*,7,INDIANA STATE,1,0,1,
US,IN,46984,*,7,INDIANA STATE,1,0,1,
US,IN,47524,*,7,INDIANA STATE,1,0,1,
US,KS,66041,*,7.75,ATCHISON COUNTY,1,0,1,
US,KS,66781,*,8,CHEROKEE COUNTY,1,0,1,
US,KS,67445,*,8.5,GLASCO,1,0,1,
US,KY,40069,*,6,KENTUCKY STATE,1,0,1,
US,KY,40771,*,6,KENTUCKY STATE,1,0,1,
US,KY,41544,*,6,KENTUCKY STATE,1,0,1,
US,KY,42328,*,6,KENTUCKY STATE,1,0,1,
US,LA,70195,*,10,ORLEANS PARISH,1,0,1,
US,LA,70774,*,9.5,ASCENSION PARISH,1,0,1,
US,LA,71362,*,8.25,AVOYELLES PARISH,1,0,1,
US,MA,01464,*,6.25,MASSACHUSETTS STATE,1,0,1,
US,MA,02132,*,6.25,MASSACHUSETTS STATE,1,0,1,
US,MD,20608,*,6,MARYLAND STATE,1,0,1,
US,MD,21060,*,6,MARYLAND STATE,1,0,1,
US,MD,21773,*,6,MARYLAND STATE,1,0,1,
US,ME,04347,*,5.5,MAINE STATE,1,0,1,
US,ME,04926,*,5.5,MAINE STATE,1,0,1,
US,MI,48240,*,6,MICHIGAN STATE,1,0,1,
US,MI,48746,*,6,MICHIGAN STATE,1,0,1,
US,MI,49233,*,6,MICHIGAN STATE,1,0,1,
US,MI,49707,*,6,MICHIGAN STATE,1,0,1,
US,MN,55089,*,6.875,MINNESOTA STATE,1,0,1,
US,MN,55725,*,7.375,ST. LOUIS COUNTY,1,0,1,
US,MN,56159,*,6.875,MINNESOTA STATE,1,0,1,
US,MN,56548,*,6.875,MINNESOTA STATE,1,0,1,
US,MO,63167,*,8.363,CREVE COEUR,1,0,1,
US,MO,63880,*,5.225,DUNKLIN COUNTY,1,0,1,
US,MO,64631,*,6.225,LINN COUNTY,1,0,1,
US,MO,65321,*,5.725,SALINE COUNTY,1,0,1,
US,MS,38601,*,7,MISSISSIPPI STATE,1,0,1,
US,MS,39122,*,7,MISSISSIPPI STATE,1,0,1,
US,MS,39755,*,7,MISSISSIPPI STATE,1,0,1,
US,MT,59544,*,0,MONTANA STATE,1,0,1,
US,NC,27258,*,6.75,ALAMANCE COUNTY,1,0,1,
US,NC,27823,*,7,HALIFAX COUNTY,1,0,1,
US,NC,28217,*,7.25,MECKLENBURG COUNTY,1,0,1,
US,NC,28571,*,6.75,PAMLICO COUNTY,1,0,1,
US,ND,58060,*,5,NORTH DAKOTA STATE,1,0,1,
US,ND,58622,*,5,NORTH DAKOTA STATE,1,0,1,
US,NE,68346,*,5.5,NEBRASKA STATE,1,0,1,
US,NE,68834,*,5.5,NEBRASKA STATE,1,0,1,
US,NH,03106,*,0,NEW HAMPSHIRE STATE,1,0,1,
US,NJ,07016,*,6.875,NEW JERSEY STATE,1,0,1,
US,NJ,07754,*,6.875,NEW JERSEY STATE,1,0,1,
US,NJ,08327,*,6.875,NEW JERSEY STATE,1,0,1,
US,NM,87104,*,7.5,ALBUQUERQUE,1,0,1,
US,NM,88063,*,8.4375,SUNLAND PARK,1,0,1,
US,NV,89318,*,7.725,WHITE PINE COUNTY,1,0,1,
US,NY,10309,*,8.875,NEW YORK CITY,1,0,1,
US,NY,11242,*,8.875,NEW YORK CITY,1,0,1,
US,NY,12007,*,8,ALBANY COUNTY,1,0,1,
US,NY,12465,*,8,ULSTER COUNTY,1,0,1,
US,NY,12933,*,8,CLINTON COUNTY,1,0,1,
US,NY,13418,*,8,MADISON COUNTY,1,0,1,
US,NY,14021,*,8,GENESEE COUNTY,1,0,1,
US,NY,14589,*,8,WAYNE COUNTY,1,0,1,
US,OH,43072,*,7.25,CHAMPAIGN COUNTY,1,0,1,
US,OH,43610,*,7.25,LUCAS COUNTY,1,0,1,
US,OH,44128,*,8,CUYAHOGA COUNTY,1,0,1,
US,OH,44689,*,6.5,STARK COUNTY,1,0,1,
US,OH,45303,*,7.25,DARKE COUNTY,1,0,1,
US,OH,45810,*,7.25,HARDIN COUNTY,1,0,1,
US,OK,73443,*,9.25,LONE GROVE,1,0,1,
US,OK,74075,*,8.813,STILLWATER,1,0,1,
US,OK,74832,*,9.5,CARNEY TOWN,1,0,1,
US,OR,97322,*,0,OREGON STATE,1,0,1,
US,OR,97857,*,0,OREGON STATE,1,0,1,
US,PA,15353,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,15764,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,16353,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,16937,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,17516,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,18066,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,18824,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,19335,*,6,PENNSYLVANIA STATE,1,0,1,
US,PR,00786,*,10.5,PUERTO RICO,1,0,1,
US,SC,29161,*,8,FLORENCE CO REMAINDER,1,0,1,
US,SC,29620,*,7,ABBEVILLE COUNTY,1,0,1,
US,SD,57104,*,6.5,SIOUX FALLS,1,0,1,
US,SD,57701,*,6.5,RAPID CITY,1,0,1,
US,TN,37329,*,9,MCMINN COUNTY,1,0,1,
US,TN,37922,*,9.25,KNOX COUNTY,1,0,1,
US,TN,38459,*,9.5,LINCOLN COUNTY,1,0,1,
US,TX,75241,*,8.25,DALLAS (COLLIN CO),1,0,1,
US,TX,75759,*,8.25,CUNEY,1,0,1,
US,TX,76234,*,6.75,WISE COUNTY,1,0,1,
US,TX,76832,*,6.75,SAN SABA COUNTY,1,0,1,
US,TX,77326,*,6.75,POLK COUNTY,1,0,1,
US,TX,77705,*,8.25,BEAUMONT,1,0,1,
US,TX,78257,*,8.25,SAN ANTONIO,1,0,1,
US,TX,78710,*,8.25,AUSTIN,1,0,1,
US,TX,79258,*,8.25,CHILDRESS,1,0,1,
US,TX,79943,*,8.25,EL PASO,1,0,1,
US,UT,84317,*,7.1,WEBER COUNTY,1,0,1,
US,VA,20197,*,6,LOUDOUN COUNTY,1,0,1,
US,VA,22739,*,5.3,FAUQUIER COUNTY,1,0,1,
US,VA,23307,*,5.3,NORTHAMPTON COUNTY,1,0,1,
US,VA,24006,*,5.3,ROANOKE CITY,1,0,1,
US,VA,24486,*,5.3,AUGUSTA COUNTY,1,0,1,
US,VT,05485,*,6,VERMONT STATE,1,0,1,
US,WA,98144,*,10.1,SEATTLE,1,0,1,
US,WA,98539,*,7.8,LEWIS COUNTY,1,0,1,
US,WA,99139,*,7.6,PEND OREILLE COUNTY,1,0,1,
US,WI,53206,*,5.6,MILWAUKEE COUNTY,1,0,1,
US,WI,54027,*,5.5,ST. CROIX COUNTY,1,0,1,
US,WI,54636,*,5.5,LA CROSSE COUNTY,1,0,1,
US,WV,24844,*,6,WEST VIRGINIA STATE,1,0,1,
US,WV,25364,*,7,CHARLESTON,1,0,1,
US,WV,26032,*,6,WEST VIRGINIA STATE,1,0,1,
US,WV,26717,*,6,WEST VIRGINIA STATE,1,0,1,
US,AK,99850,*,5,JUNEAU BURROUGH,1,0,1,
US,AL,35570,*,9,HAMILTON,1,0,1,
US,AL,36140,*,10,MONTGOMERY,1,0,1,
US,AL,36775,*,5.5,DALLAS COUNTY,1,0,1,
US,AR,72052,*,8.25,WHITE COUNTY,1,0,1,
US,AR,72482,*,7.5,SHARP COUNTY,1,0,1,
US,AZ,85011,*,8.6,PHOENIX,1,0,1,
US,AZ,85548,*,9.1,SAFFORD,1,0,1,
US,CA,90004,*,9.5,LOS ANGELES CO,1,0,1,
US,CA,90833,*,10.25,LONG BEACH,1,0,1,
US,CA,91786,*,7.75,SAN BERNARDINO COUNTY,1,0,1,
US,CA,92305,*,7.75,SAN BERNARDINO COUNTY,1,0,1,
US,CA,92846,*,7.75,ORANGE COUNTY,1,0,1,
US,CA,93529,*,7.25,MONO COUNTY,1,0,1,
US,CA,94128,*,8.75,SAN MATEO COUNTY,1,0,1,
US,CA,94931,*,9.125,COTATI,1,0,1,
US,CA,95361,*,8.375,OAKDALE,1,0,1,
US,CA,95715,*,7.25,PLACER COUNTY,1,0,1,
US,CA,96137,*,7.25,PLUMAS COUNTY,1,0,1,
US,CO,80523,*,7.4,FORT COLLINS,1,0,1,
US,CO,81132,*,7.5,DEL NORTE,1,0,1,
US,CT,06144,*,6.35,CONNECTICUT STATE,1,0,1,
US,CT,06794,*,6.35,CONNECTICUT STATE,1,0,1,
US,DC,20447,*,5.75,DISTRICT OF COLUMBIA,1,0,1,
US,FL,32115,*,6.5,VOLUSIA COUNTY,1,0,1,
US,FL,32544,*,6,FLORIDA STATE,1,0,1,
US,FL,32965,*,7,INDIAN RIVER COUNTY,1,0,1,
US,FL,33429,*,7,PALM BEACH COUNTY,1,0,1,
US,FL,33840,*,7,POLK COUNTY,1,0,1,
US,FL,34603,*,6.5,HERNANDO COUNTY,1,0,1,
US,GA,30154,*,7,DOUGLAS COUNTY,1,0,1,
US,GA,30547,*,7,BANKS COUNTY,1,0,1,
US,GA,31144,*,6,COBB COUNTY,1,0,1,
US,GA,31908,*,8,MUSCOGEE COUNTY,1,0,1,
US,IA,50109,*,6,DALLAS COUNTY,1,0,1,
US,IA,50530,*,7,WEBSTER COUNTY,1,0,1,
US,IA,51340,*,7,CLAY COUNTY,1,0,1,
US,IA,52301,*,7,IOWA COUNTY,1,0,1,
US,ID,83276,*,6,IDAHO STATE,1,0,1,
US,ID,83861,*,6,IDAHO STATE,1,0,1,
US,IL,60464,*,9,COOK COUNTY,1,0,1,
US,IL,61028,*,7.25,JO DAVIESS COUNTY,1,0,1,
US,IL,61525,*,7.25,PEORIA COUNTY,1,0,1,
US,IL,62044,*,7.25,GREENFIELD,1,0,1,
US,IL,62534,*,7.25,FINDLAY,1,0,1,
US,IL,62949,*,8.25,HURST,1,0,1,
US,IN,46382,*,7,INDIANA STATE,1,0,1,
US,IN,46985,*,7,INDIANA STATE,1,0,1,
US,IN,47525,*,7,INDIANA STATE,1,0,1,
US,KS,66042,*,8,MIAMI COUNTY,1,0,1,
US,KS,66782,*,9,COLUMBUS,1,0,1,
US,KS,67446,*,7.5,MITCHELL COUNTY,1,0,1,
US,KY,40070,*,6,KENTUCKY STATE,1,0,1,
US,KY,40801,*,6,KENTUCKY STATE,1,0,1,
US,KY,41547,*,6,KENTUCKY STATE,1,0,1,
US,KY,42330,*,6,KENTUCKY STATE,1,0,1,
US,LA,70301,*,9.95,THIBODAUX,1,0,1,
US,LA,70775,*,10,WEST FELICIANA PARISH,1,0,1,
US,LA,71363,*,11,CATAHOULA PARISH,1,0,1,
US,MA,01467,*,6.25,MASSACHUSETTS STATE,1,0,1,
US,MA,02133,*,6.25,MASSACHUSETTS STATE,1,0,1,
US,MD,20609,*,6,MARYLAND STATE,1,0,1,
US,MD,21061,*,6,MARYLAND STATE,1,0,1,
US,MD,21774,*,6,MARYLAND STATE,1,0,1,
US,ME,04348,*,5.5,MAINE STATE,1,0,1,
US,ME,04927,*,5.5,MAINE STATE,1,0,1,
US,MI,48242,*,6,MICHIGAN STATE,1,0,1,
US,MI,48747,*,6,MICHIGAN STATE,1,0,1,
US,MI,49234,*,6,MICHIGAN STATE,1,0,1,
US,MI,49709,*,6,MICHIGAN STATE,1,0,1,
US,MN,55090,*,7.125,WOODBURY,1,0,1,
US,MN,55726,*,7.375,CARLTON COUNTY,1,0,1,
US,MN,56160,*,6.875,MINNESOTA STATE,1,0,1,
US,MN,56549,*,7.375,CLAY COUNTY,1,0,1,
US,MO,63169,*,9.179,ST. LOUIS (CITY),1,0,1,
US,MO,63881,*,5.975,MISSISSIPPI COUNTY,1,0,1,
US,MO,64632,*,5.975,CAINSVILLE,1,0,1,
US,MO,65322,*,6.225,COOPER COUNTY,1,0,1,
US,MS,38602,*,7,MISSISSIPPI STATE,1,0,1,
US,MS,39130,*,7,MISSISSIPPI STATE,1,0,1,
US,MS,39756,*,7,MISSISSIPPI STATE,1,0,1,
US,MT,59545,*,0,MONTANA STATE,1,0,1,
US,NC,27259,*,6.75,MOORE COUNTY,1,0,1,
US,NC,27824,*,6.75,HYDE COUNTY,1,0,1,
US,NC,28218,*,7.25,MECKLENBURG COUNTY,1,0,1,
US,NC,28572,*,7,DUPLIN COUNTY,1,0,1,
US,ND,58061,*,5,NORTH DAKOTA STATE,1,0,1,
US,ND,58623,*,6,BOWMAN,1,0,1,
US,NE,68347,*,5.5,NEBRASKA STATE,1,0,1,
US,NE,68835,*,5.5,NEBRASKA STATE,1,0,1,
US,NH,03107,*,0,NEW HAMPSHIRE STATE,1,0,1,
US,NJ,07017,*,6.875,NEW JERSEY STATE,1,0,1,
US,NJ,07755,*,6.875,NEW JERSEY STATE,1,0,1,
US,NJ,08328,*,6.875,NEW JERSEY STATE,1,0,1,
US,NM,87105,*,6.4375,BERNALILLO COUNTY,1,0,1,
US,NM,88065,*,6.5625,GRANT COUNTY,1,0,1,
US,NV,89319,*,7.725,WHITE PINE COUNTY,1,0,1,
US,NY,10310,*,8.875,NEW YORK CITY,1,0,1,
US,NY,11243,*,8.875,NEW YORK CITY,1,0,1,
US,NY,12008,*,8,SCHENECTADY COUNTY,1,0,1,
US,NY,12466,*,8,ULSTER COUNTY,1,0,1,
US,NY,12934,*,8,CLINTON COUNTY,1,0,1,
US,NY,13420,*,8.25,HERKIMER COUNTY,1,0,1,
US,NY,14024,*,8,WYOMING COUNTY,1,0,1,
US,NY,14590,*,8,WAYNE COUNTY,1,0,1,
US,OH,43073,*,7.25,LICKING COUNTY,1,0,1,
US,OH,43611,*,7.25,LUCAS COUNTY,1,0,1,
US,OH,44129,*,8,CUYAHOGA COUNTY,1,0,1,
US,OH,44690,*,6.5,STARK COUNTY,1,0,1,
US,OH,45304,*,7.25,DARKE COUNTY,1,0,1,
US,OH,45812,*,7.25,HARDIN COUNTY,1,0,1,
US,OK,73444,*,5.25,GARVIN COUNTY,1,0,1,
US,OK,74076,*,8.813,STILLWATER,1,0,1,
US,OK,74833,*,9.5,CASTLE TOWN,1,0,1,
US,OR,97324,*,0,OREGON STATE,1,0,1,
US,OR,97859,*,0,OREGON STATE,1,0,1,
US,PA,15357,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,15765,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,16354,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,16938,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,17517,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,18067,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,18825,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,19339,*,6,PENNSYLVANIA STATE,1,0,1,
US,PR,00791,*,11.5,HUMACAO CO,1,0,1,
US,SC,29162,*,8,CLARENDON COUNTY,1,0,1,
US,SC,29621,*,7,ANDERSON COUNTY,1,0,1,
US,SD,57105,*,6.5,SIOUX FALLS,1,0,1,
US,SD,57702,*,6.5,RAPID CITY,1,0,1,
US,TN,37330,*,9.25,FRANKLIN COUNTY,1,0,1,
US,TN,37923,*,9.25,KNOX COUNTY,1,0,1,
US,TN,38460,*,9.5,GILES COUNTY,1,0,1,
US,TX,75242,*,8.25,DALLAS (COLLIN CO),1,0,1,
US,TX,75760,*,7.25,NACOGDOCHES CO HOSP DIST,1,0,1,
US,TX,76238,*,6.75,COOKE COUNTY,1,0,1,
US,TX,76834,*,8.25,COLEMAN,1,0,1,
US,TX,77327,*,6.75,LIBERTY COUNTY,1,0,1,
US,TX,77706,*,8.25,BEAUMONT,1,0,1,
US,TX,78258,*,8.25,SAN ANTONIO,1,0,1,
US,TX,78711,*,8.25,AUSTIN,1,0,1,
US,TX,79259,*,6.75,CHILDRESS COUNTY,1,0,1,
US,TX,79944,*,8.25,EL PASO,1,0,1,
US,UT,84318,*,6.55,HYDE PARK,1,0,1,
US,VA,20198,*,5.3,FAUQUIER COUNTY,1,0,1,
US,VA,22740,*,5.3,RAPPAHANNOCK COUNTY,1,0,1,
US,VA,23308,*,5.3,ACCOMACK COUNTY,1,0,1,
US,VA,24007,*,5.3,ROANOKE CITY,1,0,1,
US,VA,24487,*,5.3,HIGHLAND COUNTY,1,0,1,
US,VT,05486,*,6,VERMONT STATE,1,0,1,
US,WA,98145,*,10.1,SEATTLE,1,0,1,
US,WA,98540,*,7.9,THURSTON COUNTY,1,0,1,
US,WA,99140,*,7.7,FERRY COUNTY,1,0,1,
US,WI,53207,*,5.6,MILWAUKEE COUNTY,1,0,1,
US,WI,54028,*,5.5,ST. CROIX COUNTY,1,0,1,
US,WI,54637,*,5.5,JUNEAU COUNTY,1,0,1,
US,WV,24845,*,6,WEST VIRGINIA STATE,1,0,1,
US,WV,25365,*,6,WEST VIRGINIA STATE,1,0,1,
US,WV,26033,*,6,WEST VIRGINIA STATE,1,0,1,
US,WV,26719,*,6,WEST VIRGINIA STATE,1,0,1,
US,AK,99501,*,0,ALASKA STATE,1,0,1,
US,AK,99901,*,6.5,KETCHIKAN,1,0,1,
US,AL,35571,*,6,FRANKLIN COUNTY,1,0,1,
US,AL,36141,*,10,MONTGOMERY,1,0,1,
US,AL,36776,*,7,HALE COUNTY,1,0,1,
US,AR,72053,*,7.5,PULASKI COUNTY,1,0,1,
US,AR,72501,*,8.25,INDEPENDENCE COUNTY,1,0,1,
US,AZ,85012,*,8.6,PHOENIX,1,0,1,
US,AZ,85550,*,6.6,GILA COUNTY,1,0,1,
US,CA,90005,*,9.5,LOS ANGELES CO,1,0,1,
US,CA,90840,*,10.25,LONG BEACH,1,0,1,
US,CA,91788,*,9.5,LOS ANGELES COUNTY,1,0,1,
US,CA,92307,*,7.75,SAN BERNARDINO COUNTY,1,0,1,
US,CA,92856,*,7.75,ORANGE COUNTY,1,0,1,
US,CA,93530,*,7.75,INYO COUNTY,1,0,1,
US,CA,94129,*,8.5,SAN FRANCISCO COUNTY,1,0,1,
US,CA,94933,*,8.25,MARIN COUNTY,1,0,1,
US,CA,95363,*,7.875,STANISLAUS COUNTY,1,0,1,
US,CA,95717,*,7.25,PLACER COUNTY,1,0,1,
US,CA,96140,*,7.25,PLACER COUNTY,1,0,1,
US,CO,80524,*,7.4,FORT COLLINS,1,0,1,
US,CO,81133,*,3.9,COSTILLA COUNTY,1,0,1,
US,CT,06145,*,6.35,CONNECTICUT STATE,1,0,1,
US,CT,06795,*,6.35,CONNECTICUT STATE,1,0,1,
US,DC,20451,*,5.75,DISTRICT OF COLUMBIA,1,0,1,
US,FL,32116,*,6.5,VOLUSIA COUNTY,1,0,1,
US,FL,32547,*,6,FLORIDA STATE,1,0,1,
US,FL,32966,*,7,INDIAN RIVER COUNTY,1,0,1,
US,FL,33430,*,7,PALM BEACH COUNTY,1,0,1,
US,FL,33841,*,7,POLK COUNTY,1,0,1,
US,FL,34604,*,6.5,HERNANDO COUNTY,1,0,1,
US,GA,30156,*,6,COBB COUNTY,1,0,1,
US,GA,30548,*,7,JACKSON COUNTY,1,0,1,
US,GA,31145,*,7,DEKALB COUNTY,1,0,1,
US,GA,31909,*,8,MUSCOGEE COUNTY,1,0,1,
US,IA,50110,*,7,AUDUBON COUNTY,1,0,1,
US,IA,50531,*,7,EMMET COUNTY,1,0,1,
US,IA,51341,*,7,CLAY COUNTY,1,0,1,
US,IA,52302,*,7,LINN COUNTY,1,0,1,
US,ID,83277,*,6,IDAHO STATE,1,0,1,
US,ID,83864,*,6,IDAHO STATE,1,0,1,
US,IL,60465,*,9,PALOS HILLS,1,0,1,
US,IL,61030,*,6.25,FORRESTON,1,0,1,
US,IL,61526,*,7.25,PEORIA COUNTY,1,0,1,
US,IL,62045,*,8,HAMBURG,1,0,1,
US,IL,62535,*,8.75,FORSYTH,1,0,1,
US,IL,62950,*,7.25,JACKSON COUNTY,1,0,1,
US,IN,46383,*,7,INDIANA STATE,1,0,1,
US,IN,46986,*,7,INDIANA STATE,1,0,1,
US,IN,47527,*,7,INDIANA STATE,1,0,1,
US,KS,66043,*,8.95,LANSING,1,0,1,
US,KS,66783,*,9.5,YATES CENTER,1,0,1,
US,KS,67447,*,7.5,CLAY COUNTY,1,0,1,
US,KY,40071,*,6,KENTUCKY STATE,1,0,1,
US,KY,40803,*,6,KENTUCKY STATE,1,0,1,
US,KY,41548,*,6,KENTUCKY STATE,1,0,1,
US,KY,42332,*,6,KENTUCKY STATE,1,0,1,
US,LA,70302,*,9.95,THIBODAUX,1,0,1,
US,LA,70776,*,10.666,ST. GABRIEL,1,0,1,
US,LA,71365,*,8.25,AVOYELLES PARISH,1,0,1,
US,MA,01468,*,6.25,MASSACHUSETTS STATE,1,0,1,
US,MA,02134,*,6.25,MASSACHUSETTS STATE,1,0,1,
US,MD,20610,*,6,MARYLAND STATE,1,0,1,
US,MD,21062,*,6,MARYLAND STATE,1,0,1,
US,MD,21775,*,6,MARYLAND STATE,1,0,1,
US,ME,04349,*,5.5,MAINE STATE,1,0,1,
US,ME,04928,*,5.5,MAINE STATE,1,0,1,
US,MI,48243,*,6,MICHIGAN STATE,1,0,1,
US,MI,48748,*,6,MICHIGAN STATE,1,0,1,
US,MI,49235,*,6,MICHIGAN STATE,1,0,1,
US,MI,49710,*,6,MICHIGAN STATE,1,0,1,
US,MN,55092,*,7.375,CHISAGO COUNTY,1,0,1,
US,MN,55730,*,6.875,MINNESOTA STATE,1,0,1,
US,MN,56161,*,6.875,MINNESOTA STATE,1,0,1,
US,MN,56550,*,6.875,MINNESOTA STATE,1,0,1,
US,MO,63171,*,9.179,ST. LOUIS (CITY),1,0,1,
US,MO,63882,*,6.975,WYATT,1,0,1,
US,MO,64633,*,7.225,CARROLLTON,1,0,1,
US,MO,65323,*,5.675,HENRY COUNTY,1,0,1,
US,MS,38603,*,7,MISSISSIPPI STATE,1,0,1,
US,MS,39140,*,7,MISSISSIPPI STATE,1,0,1,
US,MS,39759,*,7,MISSISSIPPI STATE,1,0,1,
US,MT,59546,*,0,MONTANA STATE,1,0,1,
US,NC,27260,*,6.75,GUILFORD COUNTY,1,0,1,
US,NC,27825,*,7,MARTIN COUNTY,1,0,1,
US,NC,28219,*,7.25,MECKLENBURG COUNTY,1,0,1,
US,NC,28573,*,6.75,JONES COUNTY,1,0,1,
US,ND,58062,*,5,NORTH DAKOTA STATE,1,0,1,
US,ND,58625,*,5,NORTH DAKOTA STATE,1,0,1,
US,NE,68348,*,5.5,NEBRASKA STATE,1,0,1,
US,NE,68836,*,5.5,NEBRASKA STATE,1,0,1,
US,NH,03108,*,0,NEW HAMPSHIRE STATE,1,0,1,
US,NJ,07018,*,6.875,NEW JERSEY STATE,1,0,1,
US,NJ,07756,*,6.875,NEW JERSEY STATE,1,0,1,
US,NJ,08329,*,6.875,NEW JERSEY STATE,1,0,1,
US,NM,87106,*,7.5,ALBUQUERQUE,1,0,1,
US,NM,88072,*,6.75,DONA ANA COUNTY,1,0,1,
US,NV,89402,*,8.265,WASHOE COUNTY,1,0,1,
US,NY,10311,*,8.875,NEW YORK CITY,1,0,1,
US,NY,11245,*,8.875,NEW YORK CITY,1,0,1,
US,NY,12009,*,8,ALBANY COUNTY,1,0,1,
US,NY,12468,*,8,GREENE COUNTY,1,0,1,
US,NY,12935,*,8,CLINTON COUNTY,1,0,1,
US,NY,13421,*,8,ONEIDA,1,0,1,
US,NY,14025,*,8.75,ERIE COUNTY,1,0,1,
US,NY,14591,*,8,WYOMING COUNTY,1,0,1,
US,OH,43074,*,7,DELAWARE COUNTY,1,0,1,
US,OH,43612,*,7.25,LUCAS COUNTY,1,0,1,
US,OH,44130,*,8,CUYAHOGA COUNTY,1,0,1,
US,OH,44691,*,6.5,WAYNE COUNTY,1,0,1,
US,OH,45305,*,6.75,GREENE COUNTY,1,0,1,
US,OH,45813,*,7.25,PAULDING COUNTY,1,0,1,
US,OK,73446,*,9.5,MADILL,1,0,1,
US,OK,74077,*,8.813,STILLWATER,1,0,1,
US,OK,74834,*,5.5,LINCOLN COUNTY,1,0,1,
US,OR,97325,*,0,OREGON STATE,1,0,1,
US,OR,97861,*,0,OREGON STATE,1,0,1,
US,PA,15358,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,15767,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,16360,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,16939,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,17518,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,18068,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,18826,*,6,PENNSYLVANIA STATE,1,0,1,
US,PA,19340,*,6,PENNSYLVANIA STATE,1,0,1,
US,PR,00792,*,11.5,HUMACAO CO,1,0,1,
US,SC,29163,*,7,ORANGEBURG COUNTY,1,0,1,
